"Player","Pos","School","Weight","X40yd","Vertical","Bench","BroadJump","X3Cone","Shuttle","Drafted","height_total_in","PositionGroup"
"Reggie Jordan","FB","Missouri Western State",240,4.77,30,24,116,7.22,4.3,"0",75,"RB"
"Richard Rodgers","TE","California",257,4.87,31.5,16,116,7.23,4.47,"1",76,"TE"
"Robert Herron","WR","Wyoming",193,4.48,35.5,18,125,6.84,4.27,"1",69,"WR"
"Ross Cockrell","CB","Duke",191,4.56,36.5,10,122,7.28,4.32,"1",72,"DB"
"Russell Bodine","OG","North Carolina",310,5.18,29,42,109,8.26,4.66,"1",75,"OLINE"
"Ryan Carrethers","DT","Arkansas State",337,5.47,26,32,88,7.89,4.6,"1",73,"DLINE"
"Ryan Grant","WR","Tulane",199,4.64,35.5,8,119,6.68,4.11,"1",72,"WR"
"Ryan Groy","OG","Wisconsin",316,5.19,26.5,26,108,7.49,4.47,"0",77,"OLINE"
"Ryan Shazier","OLB","Ohio State",237,4.58,42,25,130,6.91,4.21,"1",73,"LB"
"Sammy Watkins","WR","Clemson",211,4.43,34,16,126,6.95,4.34,"1",73,"WR"
"Scott Crichton","DE","Oregon State",273,4.84,31.5,24,108,7.19,4.29,"1",75,"DLINE"
"Shaquelle Evans","WR","UCLA",213,4.51,34.5,13,122,7.07,4.21,"1",73,"WR"
"Taylor Lewan","OT","Michigan",309,4.87,30.5,29,117,7.39,4.49,"1",79,"OLINE"
"Tenny Palepoi","DT","Utah",298,5.1,30.5,31,111,7.67,4.53,"0",73,"DLINE"
"Travis Swanson","C","Arkansas",312,5.28,26,20,95,7.73,4.65,"1",77,"OLINE"
"Tre Boston","S","North Carolina",204,4.58,35,18,116,7.04,4.31,"1",72,"DB"
"Trent Murphy","DE","Stanford",250,4.86,35.5,19,118,6.78,4.2,"1",77,"DLINE"
"Troy Niklas","TE","Notre Dame",270,4.84,32,27,114,7.57,4.55,"1",78,"TE"
"Tyler Larsen","C","Utah State",313,5.17,23.5,36,102,8.22,4.7,"0",76,"OLINE"
"Tyler Starr","OLB","South Dakota",250,4.95,32,24,116,6.64,4.15,"1",76,"LB"
"Victor Hampton","CB","South Carolina",197,4.69,33.5,20,118,7.01,4.2,"0",69,"DB"
"Wesley Johnson","C","Vanderbilt",297,5.11,29,26,111,7.4,4.64,"1",77,"OLINE"
"Weston Richburg","C","Colorado State",298,5.1,25.5,25,106,7.93,4.63,"1",75,"OLINE"
"Will Clarke","DE","West Virginia",271,4.77,32,22,112,7.26,4.57,"1",78,"DLINE"
"Will Sutton","DT","Arizona State",303,5.36,28.5,24,99,7.93,4.82,"1",72,"DLINE"
"Willie Snead","WR","Ball State",195,4.62,33.5,11,113,7.19,4.39,"0",71,"WR"
"Xavier Su'a-Filo","OG","UCLA",307,5.04,25,25,102,7.6,4.44,"1",76,"OLINE"
"Zach Fulton","OG","Tennessee",316,5.16,24.5,25,98,7.87,5.16,"1",77,"OLINE"
"Zach Kerr","DT","Tennessee",326,5.06,28.5,28,99,7.93,4.71,"0",73,"DLINE"
"Zach Moore","DE","Concordia (MN)",269,4.84,33.5,23,123,7.41,4.46,"1",77,"DLINE"
"Zack Martin","OG","Notre Dame",308,5.22,28,29,106,7.65,4.59,"1",76,"OLINE"
"Aaron Davis","OLB","Colorado State",225,4.95,29,16,107,7.38,4.37,"0",72,"LB"
"Al Bond","OG","Memphis",303,5.57,23.5,22,90,7.9,4.65,"0",76,"OLINE"
"Alani Fua","OLB","BYU",238,4.73,34.5,18,118,6.83,4.15,"0",77,"LB"
"Alex Carter","CB","Stanford",196,4.51,40,17,121,7.05,4.07,"1",72,"DB"
"Ali Marpet","OG","Hobart & William Smith",307,4.98,30.5,30,108,7.33,4.47,"1",76,"OLINE"
"Amarlo Herrera","ILB","Georgia",244,4.83,32,23,111,7.35,4.27,"1",73,"LB"
"Ameer Abdullah","RB","Nebraska",205,4.6,42.5,24,130,6.79,3.95,"1",69,"RB"
"Andrew Donnal","OT","Iowa",313,5.31,32,17,101,7.84,4.77,"1",78,"OLINE"
"Andy Gallik","C","Boston Col.",306,5.5,27,29,96,7.66,4.58,"1",74,"OLINE"
"Angelo Blackson","DT","Auburn",318,5.02,31,20,101,7.5,4.57,"1",76,"DLINE"
"Anthony Chickillo","DE","Miami (FL)",267,4.79,34.5,27,114,7.17,4.25,"1",75,"DLINE"
"Anthony Jefferson","S","UCLA",198,4.72,33.5,15,116,7.18,4.15,"0",73,"DB"
"Arik Armstead","DE","Oregon",292,5.06,34,24,117,7.57,4.53,"1",79,"DLINE"
"Austin Shepherd","OT","Alabama",315,5.39,29,17,94,8.04,4.7,"1",76,"OLINE"
"Ben Heeney","ILB","Kansas",231,4.59,33.5,19,120,6.68,4,"1",72,"LB"
"Benardrick McKinney","ILB","Mississippi State",246,4.66,40.5,16,121,7.21,4.27,"1",76,"LB"
"Blake Bell","TE","Oklahoma",252,4.8,33,14,116,6.85,4.32,"1",78,"TE"
"Bobby McCain","CB","Memphis",195,4.51,36,17,130,6.8,3.82,"1",69,"DB"
"Braylon Heard","RB","Kentucky",198,4.63,30.5,19,116,7.19,4.4,"0",70,"RB"
"Bryce Hager","ILB","Baylor",234,4.6,35,26,117,7.15,4.36,"1",73,"LB"
"Cameron Erving","C","Florida State",313,5.15,30.5,30,112,7.48,4.63,"1",77,"OLINE"
"Chaz Green","OT","Florida",314,5.16,29.5,21,106,8,4.7,"1",77,"OLINE"
"Chris Conley","WR","Georgia",213,4.35,45,18,139,7.06,4.3,"1",74,"WR"
"Christion Jones","WR","Alabama",182,4.63,32.5,8,119,6.91,4.19,"0",70,"WR"
"Clayton Geathers","S","Central Florida",218,4.55,37,22,120,7.21,4.27,"1",74,"DB"
"Clive Walford","TE","Miami (FL)",251,4.79,35,20,120,7.32,4.57,"1",76,"TE"
"Cody Prewitt","S","Mississippi",208,4.6,35,11,125,7.12,4.23,"0",74,"DB"
"Craig Mager","CB","Texas State",201,4.44,38,17,130,6.83,4.07,"1",71,"DB"
"D'Joun Smith","CB","Florida Atlantic",187,4.37,36,18,124,6.96,4.26,"1",70,"DB"
"D.J. Humphries","OT","Florida",307,5.12,31,26,104,7.87,4.64,"1",77,"OLINE"
"Da'Ron Brown","WR","Northern Illinois",205,4.54,37,17,120,7.04,4.11,"1",72,"WR"
"Damarious Randall","S","Arizona State",196,4.46,38,14,120,6.83,4.07,"1",71,"DB"
"Damien Wilson","ILB","Minnesota",245,4.77,37,22,119,7.21,4.2,"1",72,"LB"
"Danny Shelton","DT","Washington",339,5.64,30.5,34,95,7.99,4.65,"1",74,"DLINE"
"Dante Fowler","OLB","Florida",261,4.6,32.5,19,112,7.4,4.32,"1",75,"LB"
"Darren Waller","WR","Georgia Tech",238,4.46,37,12,125,7.07,4.25,"1",78,"WR"
"David Johnson","RB","New Mexico",224,4.5,41.5,25,127,6.82,4.27,"1",73,"RB"
"Dean Marlowe","S","James Madison",203,4.58,33.5,16,114,7,4.18,"0",73,"DB"
"Deon Long","WR","Maryland",192,4.51,34,12,120,6.98,4.27,"0",72,"WR"
"Deon Simon","DT","NW State (LA)",321,5.12,29.5,35,105,7.92,4.76,"1",76,"DLINE"
"Derrick Lott","DT","Tenn-Chattanooga",314,4.99,26.5,30,106,7.3,4.44,"0",76,"DLINE"
"Devante Davis","WR","UNLV",220,4.57,35.5,16,115,7.25,4.12,"0",75,"WR"
"Dez Lewis","WR","Central Arkansas",214,4.58,33.5,16,119,7.11,4.28,"0",76,"WR"
"Donatella Luckett","WR","Harding",211,4.4,34,17,118,7.51,4.5,"0",72,"WR"
"Donovan Smith","OT","Penn State",338,5.27,32,26,109,7.95,4.79,"1",78,"OLINE"
"Dorial Green-Beckham","WR","Oklahoma",237,4.49,33.5,13,119,6.89,4.45,"1",77,"WR"
"Edmond Robinson","OLB","Newberry",245,4.61,37,20,121,7.49,4.38,"1",75,"LB"
"Ellis McCarthy","DT","UCLA",338,5.21,32,24,109,8.16,5.07,"0",77,"DLINE"
"Eric Rowe","CB","Utah",205,4.45,39,19,125,6.7,3.97,"1",73,"DB"
"Eric Tomlinson","TE","Texas-El Paso",263,4.98,30.5,19,110,7.46,4.54,"0",78,"TE"
"Ezell Ruffin","WR","San Diego State",218,4.68,27.5,17,110,7.35,4.58,"0",72,"WR"
"Frank Clark","DE","Michigan",271,4.79,38.5,19,118,7.08,4.05,"1",75,"DLINE"
"Gabe Wright","DT","Auburn",300,5.07,26.5,34,100,7.73,4.56,"1",75,"DLINE"
"Garry Peters","CB","Clemson",191,4.61,32.5,7,119,6.8,4,"0",72,"DB"
"Geneo Grissom","OLB","Oklahoma",262,4.81,37,20,117,7.24,4.38,"1",75,"LB"
"Geremy Davis","WR","Connecticut",216,4.49,36.5,23,124,6.86,4.18,"1",74,"WR"
"Grady Jarrett","DT","Clemson",304,5.06,31,30,112,7.37,4.56,"1",73,"DLINE"
"Gus Johnson","RB","Stephen F. Austin",215,4.7,36.5,26,120,7.09,4.13,"0",70,"RB"
"Hayes Pullard","ILB","USC",240,4.78,31,19,110,7.07,4.39,"1",72,"LB"
"J.T. Surratt","DT","South Carolina",304,5.19,30,29,106,7.78,4.71,"0",73,"DLINE"
"Jahwan Edwards","RB","Ball State",220,4.8,35.5,16,117,7.63,4.5,"0",69,"RB"
"Jake Ryan","OLB","Michigan",240,4.65,34.5,20,120,7.11,4.2,"1",74,"LB"
"Jalston Fowler","FB","Alabama",254,4.94,33.5,23,114,7.56,4.4,"1",71,"RB"
"Jamil Douglas","OG","Arizona State",304,5.25,29,28,99,7.99,4.75,"1",76,"OLINE"
"Jamison Crowder","WR","Duke",185,4.56,37,10,115,7.17,4.32,"1",68,"WR"
"Jarvis Harrison","OG","Texas A&M",330,5.19,29.5,26,102,7.51,4.62,"1",76,"OLINE"
"Javorius Allen","RB","USC",221,4.53,35.5,11,121,6.96,4.28,"1",72,"RB"
"Jay Ajayi","RB","Boise State",221,4.57,39,19,121,7.1,4.1,"1",72,"RB"
"Jeremiah Poutasi","OG","Utah",335,5.32,26.5,26,95,8.09,4.89,"1",77,"OLINE"
"Jermaine Whitehead","S","Auburn",197,4.59,37,15,128,6.95,4.11,"0",71,"DB"
"Jesse James","TE","Penn State",261,4.83,37.5,26,121,7.53,4.5,"1",79,"TE"
"Joey Iosefa","FB","Hawaii",247,5.02,31.5,30,110,7.24,4.33,"1",72,"RB"
"John Crockett","RB","North Dakota State",217,4.62,40,15,125,7.15,4.25,"0",72,"RB"
"John Miller","OG","Louisville",303,5.33,27,29,104,8.2,4.75,"1",74,"OLINE"
"Jordan Hicks","OLB","Texas",236,4.68,38,20,124,6.78,4.15,"1",73,"LB"
"Jordan Phillips","DT","Oklahoma",329,5.17,30,28,105,7.88,4.68,"1",77,"DLINE"
"Jordan Richards","S","Stanford",211,4.65,32,13,111,6.74,4.22,"1",71,"DB"
"Josh Harper","WR","Fresno State",191,4.64,32,13,108,7.15,4.36,"0",73,"WR"
"Josh Shaw","CB","USC",201,4.44,37.5,26,130,7.01,4.12,"1",72,"DB"
"Justin Coleman","CB","Tennessee",185,4.53,37.5,20,124,6.61,3.98,"0",71,"DB"
"Justin Cox","CB","Mississippi State",191,4.36,38,15,129,7.05,4.07,"0",73,"DB"
"Justin Hardy","WR","East Carolina",192,4.56,36.5,11,114,6.63,4.21,"1",70,"WR"
"Kaelin Clay","WR","Utah",195,4.51,33,10,113,6.97,4.26,"1",70,"WR"
"Karlos Williams","RB","Florida State",230,4.48,33.5,16,117,7.16,4.46,"1",73,"RB"
"Kenny Bell","WR","Nebraska",197,4.42,41.5,7,129,6.66,4.15,"1",73,"WR"
"Kevin White","WR","West Virginia",215,4.35,36.5,23,123,6.92,4.14,"1",75,"WR"
"Kwon Alexander","OLB","LSU",227,4.55,36,24,121,7.14,4.2,"1",73,"LB"
"Kyle Emanuel","OLB","North Dakota State",255,4.77,34,27,120,7.1,4.25,"1",75,"LB"
"Kyshoen Jarrett","S","Virginia Tech",200,4.57,33,21,109,6.95,4.4,"1",70,"DB"
"La'el Collins","OT","LSU",305,5.1,27,21,108,7.7,4.63,"0",76,"OLINE"
"Ladarius Gunter","S","Miami (FL)",202,4.62,33.5,12,108,7.18,4.41,"0",73,"DB"
"Laken Tomlinson","OG","Duke",323,5.33,31.5,25,103,8.17,4.87,"1",75,"OLINE"
"Laurence Gibson","OT","Virginia Tech",305,5.04,33.5,24,113,7.72,4.56,"1",78,"OLINE"
"Leterrius Walton","DT","Central Michigan",319,5.25,27,25,103,7.91,4.78,"1",77,"DLINE"
"Lorenzo Doss","CB","Tulane",182,4.5,33.5,9,115,7.2,4.26,"1",70,"DB"
"Lorenzo Mauldin","OLB","Louisville",259,4.85,32,23,112,7.47,4.58,"1",76,"LB"
"Lynden Trail","DE","Norfolk State",269,4.91,32.5,24,117,7.32,4.48,"0",79,"DLINE"
"Malcolm Brown","RB","Texas",224,4.62,34.5,19,117,6.86,4.15,"0",71,"RB"
"Malcom Brown","DT","Texas",319,5.05,29.5,26,98,7.84,4.59,"1",74,"DLINE"
"Marcus Peters","CB","Washington",197,4.53,37.5,17,121,7.08,4.08,"1",72,"DB"
"Mario Alford","WR","West Virginia",180,4.43,34,13,121,6.64,4.07,"1",68,"WR"
"Mario Edwards Jr.","DE","Florida State",279,4.76,32.5,32,120,7.44,4.55,"1",75,"DLINE"
"Mark Glowinski","OG","West Virginia",307,5.2,29.5,31,113,7.56,4.58,"1",76,"OLINE"
"Martin Ifedi","DE","Memphis",275,4.88,31,16,111,7.39,4.58,"1",75,"DLINE"
"Maxx Williams","TE","Minnesota",249,4.78,34.5,17,117,7.3,4.37,"1",76,"TE"
"Melvin Gordon","RB","Wisconsin",215,4.52,35,19,126,7.04,4.07,"1",73,"RB"
"Michael Burton","FB","Rutgers",242,4.65,33,25,115,7.2,4.34,"1",71,"RB"
"Mike Davis","RB","South Carolina",217,4.61,34,17,116,7,4.18,"1",69,"RB"
"Mitch Morse","OG","Missouri",305,5.14,31,36,112,7.6,4.5,"1",77,"OLINE"
"MyCole Pruitt","TE","Southern Illinois",251,4.58,38,17,118,7.25,4.37,"1",74,"TE"
"Nick Boyle","TE","Pittsburgh",268,5.04,30.5,20,112,7.13,4.23,"1",76,"TE"
"Nick Marshall","CB","Auburn",207,4.54,37.5,12,124,6.96,4.15,"0",73,"DB"
"Nick O'Leary","TE","Florida State",252,4.93,30.5,21,110,7.4,4.5,"1",75,"TE"
"Obum Gwacham","DE","Oregon State",246,4.72,36,22,121,7.28,4.28,"1",77,"DLINE"
"Owamagbe Odighizuwa","DE","UCLA",267,4.62,39,25,127,7.36,4.19,"1",75,"DLINE"
"P.J. Williams","CB","Florida State",194,4.57,40,12,132,7.08,4.28,"1",72,"DB"
"Phillip Dorsett","WR","Miami (FL)",185,4.33,37,13,122,6.7,4.11,"1",70,"WR"
"Preston Smith","DE","Mississippi State",271,4.74,34,24,121,7.07,4.28,"1",77,"DLINE"
"Quandre Diggs","CB","Texas",196,4.56,35.5,17,113,7.22,4.15,"1",69,"DB"
"Quinten Rollins","CB","Miami (OH)",195,4.57,36.5,14,122,7.1,4.28,"1",71,"DB"
"Rakeem Nunez-Roches","DT","Southern Miss",307,5.02,34,26,114,7.67,4.69,"1",74,"DLINE"
"Rannell Hall","WR","Central Florida",198,4.6,41,16,132,6.86,4.15,"0",72,"WR"
"Reese Dismukes","C","Auburn",296,5.31,27.5,23,107,8.14,4.7,"0",75,"OLINE"
"Rob Crisp","OT","Boise State",301,5.26,32.5,26,107,8.07,4.6,"0",79,"OLINE"
"Rob Havenstein","OT","Wisconsin",321,5.46,28.5,16,96,8.28,4.87,"1",79,"OLINE"
"Ronald Darby","CB","Florida State",193,4.38,41.5,12,129,6.94,4.14,"1",71,"DB"
"Ross Scheuerman","WR","Lafayette",204,4.62,33,15,121,7.08,4.11,"0",72,"WR"
"Ryan Russell","DE","Purdue",269,4.75,32.5,25,119,7.25,4.47,"1",76,"DLINE"
"Sammie Coates","WR","Auburn",212,4.43,41,23,131,6.98,4.06,"1",73,"WR"
"Senquez Golson","CB","Mississippi",176,4.46,33.5,15,120,6.81,4.2,"1",69,"DB"
"Stephone Anthony","ILB","Clemson",243,4.56,37,23,122,7.07,4.03,"1",75,"LB"
"Steven Nelson","CB","Oregon State",197,4.49,34.5,19,115,6.88,4.07,"1",70,"DB"
"T.J. Clemmings","OT","Pittsburgh",309,5.14,32.5,22,111,7.68,4.54,"1",77,"OLINE"
"T.J. Yeldon","RB","Alabama",226,4.61,36,22,117,7.19,4.22,"1",73,"RB"
"Taiwan Jones","ILB","Michigan State",245,4.95,32,19,115,7.25,4.33,"0",75,"LB"
"Takoby Cofield","OT","Duke",310,5.19,30,23,101,8.09,4.79,"0",76,"OLINE"
"Terrence Magee","RB","LSU",213,4.62,37,22,115,7.52,4.37,"0",68,"RB"
"Terry Poole","OT","San Diego State",307,5.09,31,25,113,7.9,4.66,"1",77,"OLINE"
"Tevin McDonald","S","East. Washington",195,4.63,33,19,112,7.01,4.26,"0",71,"DB"
"Tony Lippett","WR","Michigan State",192,4.61,36,10,114,6.92,4.13,"1",74,"WR"
"Tony Washington","OLB","Oregon",247,4.99,32.5,17,110,7.2,4.31,"0",76,"LB"
"Trae Waynes","CB","Michigan State",186,4.31,38,19,122,7.06,4.39,"1",72,"DB"
"Tre McBride","WR","William & Mary",210,4.41,38,16,122,6.96,4.08,"1",72,"WR"
"Trenton Brown","OG","Florida",355,5.21,23.5,20,97,8.23,4.78,"1",80,"OLINE"
"Trey Flowers","DE","Arkansas",266,4.93,36.5,28,121,7.34,4.4,"1",74,"DLINE"
"Trey Williams","RB","Texas A&M",195,4.49,33.5,18,119,6.84,4.12,"0",67,"RB"
"Ty Sambrailo","OT","Colorado State",311,5.36,29,23,97,7.54,4.58,"1",78,"OLINE"
"Tye Smith","CB","Towson",195,4.6,36.5,15,124,6.97,3.96,"1",72,"DB"
"Tyeler Davison","DT","Fresno State",316,5.18,33,32,105,7.53,4.46,"1",74,"DLINE"
"Vic Beasley","OLB","Clemson",246,4.53,41,35,130,6.91,4.15,"1",75,"LB"
"Xavier Cooper","DT","Washington State",293,4.86,29,29,110,7.23,4.37,"1",75,"DLINE"
"Xzavier Dickson","OLB","Alabama",260,4.74,29.5,19,100,7.56,4.53,"1",75,"LB"
"Za'Darius Smith","DE","Kentucky",274,4.83,29,23,113,7.42,4.66,"1",76,"DLINE"
"Zach Zenner","FB","South Dakota State",223,4.6,41,25,121,7.08,4.14,"0",71,"RB"
"Zack Wagenmann","DE","Montana",247,4.81,37.5,14,109,7.07,4.26,"0",75,"DLINE"
"A'Shawn Robinson","DT","Alabama",307,5.2,26,22,106,7.8,4.74,"1",76,"DLINE"
"A.J. Stamps","S","Kentucky",193,4.79,33,15,115,7.17,4.25,"0",71,"DB"
"Aaron Burbridge","WR","Michigan State",206,4.56,30.5,20,115,7.22,4.31,"1",72,"WR"
"Adolphus Washington","DT","Ohio State",301,5.17,27,21,99,8.06,4.79,"1",75,"DLINE"
"Alex Lewis","OT","Nebraska",312,5.22,29.5,27,100,7.94,4.72,"1",78,"OLINE"
"Alex Redmond","OG","UCLA",294,5.3,28,30,111,7.75,4.9,"0",77,"OLINE"
"Alonzo Russell","WR","Toledo",206,4.54,29.5,12,112,7.18,4.33,"0",76,"WR"
"Andrew Billings","DT","Baylor",311,5.05,27.5,31,113,8.05,4.82,"1",73,"DLINE"
"Andy Janovich","FB","Nebraska",238,4.81,34,30,119,7.28,4.32,"1",73,"RB"
"Anthony Brown","CB","Purdue",192,4.33,35,19,115,7.03,4.19,"1",71,"DB"
"Anthony Zettel","DT","Penn State",277,4.81,30.5,28,109,7.63,4.39,"1",76,"DLINE"
"Austin Blythe","C","Iowa",298,5.36,27.5,29,99,7.52,4.53,"1",74,"OLINE"
"Austin Hooper","TE","Stanford",254,4.72,33,19,117,7,4.32,"1",76,"TE"
"Austin Johnson","DT","Penn State",314,5.32,26,25,96,7.84,4.75,"1",76,"DLINE"
"B.J. Goodson","OLB","Clemson",242,4.69,34.5,30,118,7.05,4.51,"1",73,"LB"
"Beau Sandland","TE","Montana State",253,4.74,35,23,124,7.1,4.33,"1",76,"TE"
"Ben Braunecker","TE","Harvard",250,4.73,35.5,20,121,6.9,4.2,"0",75,"TE"
"Beniquez Brown","OLB","Mississippi State",229,4.77,31,18,110,7.07,4.28,"0",73,"LB"
"Blake Martinez","ILB","Stanford",237,4.71,28.5,22,113,6.98,4.2,"1",74,"LB"
"Bralon Addison","WR","Oregon",197,4.66,34.5,13,116,6.95,4.14,"0",69,"WR"
"Branden Jackson","DE","Texas Tech",273,5.06,31.5,20,113,7.4,4.77,"0",76,"DLINE"
"Brandon Wilds","RB","South Carolina",220,4.54,36.5,21,118,7.08,4.33,"0",73,"RB"
"Brandon Williams","CB","Texas A&M",197,4.37,30.5,18,118,6.85,4.19,"1",71,"DB"
"Braxton Miller","WR","Ohio State",201,4.5,35,17,123,6.65,4.07,"1",73,"WR"
"Briean Boddy-Calhoun","CB","Minnesota",193,4.47,35,10,123,7.16,4.22,"0",69,"DB"
"Bronson Kaufusi","DE","BYU",285,4.87,30,25,111,7.03,4.25,"1",78,"DLINE"
"Bryce Williams","TE","East Carolina",257,4.94,29.5,19,111,7.19,4.53,"0",78,"TE"
"Carl Nassib","DE","Penn State",277,4.84,28.5,21,114,7.27,4.37,"1",79,"DLINE"
"Charone Peake","WR","Clemson",209,4.45,35.5,12,122,6.96,4.46,"1",74,"WR"
"Chris Jones","DT","Mississippi State",310,5.03,24.5,26,106,7.44,4.62,"1",78,"DLINE"
"Chris Moore","WR","Cincinnati",206,4.53,37,10,130,6.76,4.2,"1",73,"WR"
"Cody Whitehair","OT","Kansas State",301,5.02,25.5,16,110,7.32,4.58,"1",76,"OLINE"
"Cole Toner","OT","Harvard",306,5.32,26,22,103,7.88,4.59,"1",77,"OLINE"
"Connor McGovern","OG","Missouri",306,5.11,33,33,109,7.5,4.65,"1",76,"OLINE"
"Connor Wujciak","DT","Boston Col.",291,4.91,34.5,22,117,7.32,4.27,"0",74,"DLINE"
"Cyrus Jones","CB","Alabama",197,4.49,33,10,116,6.71,4.21,"1",70,"DB"
"D.J. Foster","WR","Arizona State",193,4.57,35.5,14,117,6.75,4.07,"0",70,"WR"
"D.J. Pettway","DE","Alabama",265,4.99,28,17,108,7.74,4.69,"0",74,"DLINE"
"D.J. Reader","DT","Clemson",327,5.33,29.5,30,99,7.9,4.71,"1",75,"DLINE"
"D.J. White","CB","Georgia Tech",193,4.49,33,17,132,7.18,4.33,"1",71,"DB"
"Dadi Nicolas","DE","Virginia Tech",235,4.74,41,14,116,7.04,4.38,"1",75,"DLINE"
"Dan Vitale","FB","Northwestern",239,4.6,38.5,30,123,7.12,4.12,"1",73,"RB"
"Daniel Lasco","RB","California",209,4.46,41.5,23,135,7.22,4.26,"1",72,"RB"
"Darian Thompson","S","Boise State",208,4.69,32.5,12,118,7.26,4.33,"1",74,"DB"
"Darrell Greene","OG","San Diego State",321,5.2,21.5,28,98,8.07,4.98,"0",75,"OLINE"
"Darron Lee","OLB","Ohio State",232,4.47,35.5,17,133,7.12,4.2,"1",73,"LB"
"Daryl Worley","CB","West Virginia",204,4.64,35.5,14,123,6.98,4.15,"1",73,"DB"
"Dean Lowry","DE","Northwestern",296,4.87,32.5,30,114,7.26,4.38,"1",78,"DLINE"
"Deandre Houston-Carson","S","William & Mary",201,4.54,32.5,13,115,7.15,4.28,"1",73,"DB"
"Deandre Washington","RB","Texas Tech",204,4.49,34.5,24,116,7.03,4.2,"1",68,"RB"
"Denver Kirkland","OT","Arkansas",335,5.55,22.5,19,94,8.72,5.06,"0",76,"OLINE"
"Derrick Henry","RB","Alabama",247,4.54,37,22,130,7.2,4.38,"1",75,"RB"
"Devante Bond","OLB","Oklahoma",235,4.7,37.5,21,121,7.07,4.36,"1",73,"LB"
"Devon Cajuste","WR","Stanford",234,4.62,36,12,123,6.49,4.2,"0",76,"WR"
"Dominique Robertson","OT","West Georgia",324,5.36,28.5,30,100,8.42,4.83,"0",77,"OLINE"
"Duke Williams","WR","Auburn",229,4.72,30,14,121,7.43,4.47,"0",74,"WR"
"Emmanuel Ogbah","DE","Oklahoma State",273,4.63,35.5,20,121,7.26,4.5,"1",76,"DLINE"
"Eric Murray","CB","Minnesota",199,4.49,39.5,15,124,7.08,4.05,"1",71,"DB"
"Eric Striker","OLB","Oklahoma",227,4.8,30,23,116,7.3,4.46,"0",71,"LB"
"Evan Boehm","C","Missouri",302,5.33,28.5,24,96,7.52,4.69,"1",74,"OLINE"
"Fahn Cooper","OT","Mississippi",303,5.17,25,19,102,7.85,4.89,"1",76,"OLINE"
"Giorgio Newberry","DE","Florida State",285,4.94,30,20,114,7.53,4.78,"0",77,"DLINE"
"Glenn Gronkowski","FB","Kansas State",239,4.71,33,17,120,7.1,4.45,"0",74,"RB"
"Graham Glasgow","C","Michigan",307,5.13,25,23,106,7.63,4.63,"1",78,"OLINE"
"Halapoulivaati Vaitai","OT","TCU",320,5.26,29,23,113,8.26,5,"1",78,"OLINE"
"Harlan Miller","CB","SE Louisiana",182,4.65,35.5,6,118,7.44,4.43,"1",72,"DB"
"Hassan Ridgeway","DT","Texas",303,5.02,32,24,113,8.28,4.82,"1",75,"DLINE"
"Hunter Sharp","WR","Utah State",198,4.58,32.5,12,116,7.12,4.19,"0",71,"WR"
"Jack Allen","C","Michigan State",294,5.29,26.5,23,101,7.9,4.73,"0",73,"OLINE"
"Jack Conklin","OT","Michigan State",308,5,30,25,103,7.63,4.57,"1",78,"OLINE"
"Jake Brendel","C","UCLA",303,5.01,28,25,108,7.31,4.27,"0",75,"OLINE"
"Jalen Mills","S","LSU",191,4.61,37,16,123,6.86,4,"1",72,"DB"
"Jalen Ramsey","CB","Florida State",209,4.41,41.5,14,135,6.94,4.18,"1",73,"DB"
"Jalin Marshall","WR","Ohio State",200,4.6,37.5,16,125,6.8,4.13,"0",70,"WR"
"James Bradberry","CB","Samford",211,4.5,36,16,124,6.91,4.21,"1",73,"DB"
"James Cowser","DE","Southern Utah",248,4.82,31.5,21,111,6.8,4.31,"0",75,"DLINE"
"Jason Fanaika","DE","Utah",271,4.92,35.5,23,113,7.06,4.39,"0",74,"DLINE"
"Jason Spriggs","OT","Indiana",301,4.94,31.5,31,115,7.7,4.44,"1",78,"OLINE"
"Javon Hargrave","DT","South Carolina State",309,4.93,34.5,29,109,7.9,4.7,"1",73,"DLINE"
"Jerald Hawkins","OT","LSU",305,5.23,23.5,23,100,8.19,4.89,"1",78,"OLINE"
"Jihad Ward","DT","Illinois",297,5.11,25,20,111,7.38,4.63,"1",77,"DLINE"
"Joe Dahl","OT","Washington State",304,5.18,31,28,109,7.64,4.77,"1",76,"OLINE"
"Joe Schobert","OLB","Wisconsin",244,4.76,33.5,22,111,7.11,4.3,"1",73,"LB"
"Joe Thuney","OT","North Carolina State",304,4.95,28.5,28,110,7.47,4.54,"1",77,"OLINE"
"Joel Heath","DT","Michigan State",293,5.02,33,26,113,7.44,4.52,"0",77,"DLINE"
"Joey Bosa","DE","Ohio State",269,4.86,32,24,120,6.89,4.21,"1",77,"DLINE"
"Jonathan Bullard","DE","Florida",285,4.93,32,23,116,7.31,4.56,"1",75,"DLINE"
"Jonathan Jones","CB","Auburn",186,4.33,36,19,123,7.25,4.25,"0",69,"DB"
"Jordan Lomax","S","Iowa",202,4.75,36,8,120,7.18,4.15,"0",70,"DB"
"Josh Doctson","WR","TCU",202,4.5,41,14,131,6.84,4.08,"1",74,"WR"
"Joshua Garnett","OG","Stanford",312,5.32,29,30,99,7.62,4.64,"1",76,"OLINE"
"Justin Simmons","S","Boston Col.",202,4.61,40,16,126,6.58,3.85,"1",74,"DB"
